overall,reviewText
5,great littl radio perfect small shop plug motion detect outlet enter shop come turn detect motion 5 minut bought radio analog tuner digit tuner like lose station everi time unplug though small impress sound though keep antenna fold tuner pick favorit station 80mi away fm 50mi weak night station turn power bad discontinu get one
5,loud sound good recept work 120 v ac batteri listen radio much bought case emerg requir internet connect work blackout note need extend antenna recept panason feel like cheap chines radio
5,bought radio mother live wood area troubl radio recept abl move radio around hous come strong everi room happi product
5,tv expens hate content radio perfect ppl want listen talk radio get maximum amount station love take outsid run batteri well ln ac current
4,ok minimalist mean that radio amount time save read 50 page manual everi time need delet favorit station set daylight time set timer whatev alreadi paid bonu radio real honest good tune knob dial pleasur sound good simplic joy
4,bought father law old school transistor radio analog digit display work plug batteri love new radio final figur never use state art digit gift speaker clear loud tune
5,incred price rang even one speaker must 20 hz human rang commonli given 20 hz find rang anymor even expens brand peopl day demand high end high qualiti system
5,mani radio sold today switch tune set volum push wrong button lose station listen need program radio rememb station listen sometim power glitch eras station set glitch occur back program mode find manual radio like old fashion one turn dial tune desir station turn anoth dial turn volum lose power radio set stay power restor larg speaker deliv pretti good sound tune indic light nice touch tell perfectli tune station
5,88 year old grandmoth gave home 60 year move retir home town close parent make visit easier that kind selfless person sinc she could get favorit read station weeu keep eye open radio similar old ge model everyon 1970 90 big front speaker handl dial strong enough pick station came across radio read review took chanc paid love get station parent 200 radio tri pick station could one spirit old radio digit tuner analog dial nice littl enhanc hood work intend let call made christma mine thank panason make simpl radio work well
5,live remot area radio ive tri recept rang poor nonexist get clear recept insid metal barn radio love separ power chord fact still power batteri
3,recept good expect base review handi use without electr seem easi batteri lose probabl buy broke would buy
5,everybodi seem like recept also well high electr noisi environ band fm sound good alway expect good qualiti panason one deliv slide rule tune nice overshoot annoy use amp fairli high volum aa cell batteri life good
5,use lot like like use batteri emerg primarili got howev use plug one favorit christma listen christma music
4,compar radio similar radio review basic info 9l x x 3d includ handl 4 speaker larg easi read dial earphon plug use 4 aa batteri includ ac cord carri handl red tune light come station tune properli good good recept station easi find clear good select abil separ weak station good simpl knob larg differ easi use radio awkward use play loud enough listen shower brick ac adaptor standard cord bad stiff cord connect side radio ad anoth inch storag cord hang need small length sound somewhat muffl qualiti radio less trebl radio sinc peopl probabl use type radio talk station trebl nice opinion
5,old radio got local drugstor bare usabl sensit locat hous even whether touch fm station cover favorit basebal team would flake hold right posit kitchen needless say dump trash bought excel radio give loud clear recept listen
5,also help slide bar turn go way one side get turn slide way side read say tune listen easi turn dial
5,perfect radio garden storm great recept qualiti sound portabl batteri power radio last long time batteri handi hurrican approach florida
5,look radio pull station mile away sound like front row rock concert yeah look frill uncompl radio work well buddi luck
